SYMBOL,NAME OF COMPANY,TICKER
MMIP-FM-DR,SBI Multi Asset Allocation Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01826
MMIP-FQ-DR,SBI Multi Asset Allocation Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01842
MMIP-FA-DR,SBI Multi Asset Allocation Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01792
SBCF-DR,SBI Blue Chip Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01172
SAOF-DR,SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01149
SBIARDD,SBI Arbitrage Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01QT2
SBIIF144D,SBI Infrastructure Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01CV8
SBIIFD144D,SBI Infrastructure Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01RR4
SBISHURMDR,SBI Magnum Low Duration Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01MQ7
SBISHFIMDR,SBI Short Term Debt Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01HW5
UNVDR,Union Value Fund - Regular Plan - IDCW Option,INF582M01EP3
SCDDRBAF,BANK OF INDIA Small Cap Fund Direct Plan IDCW,INF761K01ES1
SCRDR,BANK OF INDIA Small Cap Fund Regular Plan IDCW,INF761K01ET9
MAFESD2,Mirae Asset Equity Savings Fund Direct IDCW,INF769K01EM7
MIRAEESRD,Mirae Asset Equity Savings Fund Regular IDCW,INF769K01EL9
STBWD,LIC MF Short Duration Fund-Regular Plan-Weekly IDCW,INF397L01448
CRSCDP,CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01JH5
CRSCDD,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01JE2
EMFSCFRGDR,Edelweiss Small Cap Fund - Regular Plan - IDCW Option,INF754K01JL0
EMFSCFDRDR,Edelweiss Small Cap Fund - Direct Plan - IDCW Option,INF754K01JP1
SCBFD566A,SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YV6
SCBFD566D,SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YO1
SCBFD566Q,SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YQ6
SCBF566D,SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1YT0
DSPNFDDR,DSP Nifty 50 Index Fund - Direct Plan - IDCW,INF740KA1MO3
DSPNNFDDR,DSP Nifty Next 50 Index Fund - Direct Plan - IDCW,INF740KA1MI5
RMFRJAMDP,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - DIRECT Plan - IDCW Option,INF204KB1X33
MPBRD,Mahindra Manulife Large Cap Fund - Regular Plan - IDCW,INF174V01705
B55C,Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular - Payout of IDCW,INF209KB1I15
EMV575D,SBI Equity Minimum Variance Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1A63
OLMEDP,HSBC Large & Mid Cap Fund - Regular IDCW,INF336L01OA7
OHLED,HSBC Large & Mid Cap Fund - Direct IDCW,INF336L01NX1
B56C,Aditya Birla Sun Life Retirement Fund-The 40s Plan-Regular Plan-Growth,INF209KB1I72
ITIRPDRM,ITI Multi Cap Fund - Regular Plan - IDCW Option,INF00XX01150
MIRAEFFRD,Mirae Asset Focused Fund Regular IDCW,INF769K01EV8
MIRAEFFD2,Mirae Asset Focused Fund Direct IDCW,INF769K01EW6
DSPQFDDR,DSP Quant Fund - Direct Plan - IDCW,INF740KA1NS2
DSPQFRDR,DSP Quant Fund - Regular Plan - IDCW,INF740KA1NP8
SBAF108,Shriram Balanced Advantage Fund - Regular-IDCW,INF680P01190
B60C,Aditya Birla Sun Life Pharma and Healthcare Fund-Regular - Payout of IDCW,INF209KB1O17
B60Z,Aditya Birla Sun Life Pharma and Healthcare Fund-Direct - Payout of IDCW,INF209KB1O41
MIRAEMCD2,Mirae Asset Midcap Fund Direct IDCW,INF769K01FC5
MIRAEMCRD,Mirae Asset Midcap Fund Regular IDCW,INF769K01FB7
MMMHERD,Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - IDCW,INF174V01762
KTKFEFD,Kotak Focused Equity Fund- Regular Plan-Income Distribution cum capital withdrawal option,INF174KA1EL1
K486D,Kotak Focused Equity Fund-Direct Plan- Income Distribution cum capital withdrawal option,INF174KA1EO5
UNFFDR,Union Focused Fund - Regular Plan - IDCW Option,INF582M01FX4
AXISNIDPR,Axis Nifty 100 Index Fund - Regular Plan - IDCW,INF846K01S78
AXISNID1R,Axis Nifty 100 Index Fund - Direct Plan - IDCW,INF846K01S45
MOFLMDR,Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment,INF247L01973
MOFLMPD,Motilal Oswal Large and Midcap Fund Direct - IDCW Payout/Reinvestment,INF247L01AA5
K488D,Kotak Pioneer Fund-Direct Plan-Reinvestment of Income Distribution cum capital withdrawal option,INF174KA1EY4
KTKPFDR,Kotak Pioneer Fund- Regular Plan- Reinvestment of Income Distribution cum capital withdrawal option,INF174KA1EV0
UNLMDR,Union Large & Midcap Fund - Regular Plan - IDCW Option,INF582M01GF9
USMDRR,LIC MF Ultra Short Duration Fund-Regular Plan-Monthly IDCW,INF767K01QM5
ITIRPDRB,ITI Balanced Advantage Fund - Regular Plan - IDCW Option,INF00XX01671
MMMNYDD,Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW,INF174V01952
MMMNYRD,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW,INF174V01929
EMFO30RPDP,BHARAT Bond FOF - April 2030 - Regular Plan - IDCW Option,INF754K01KX3
EMFO30DRDR,BHARAT Bond FOF - April 2030 - Direct Plan - IDCW Option,INF754K01LA9
OHSOMD,HSBC Ultra Short Duration Fund - Direct Monthly IDCW,INF336L01OU5
OSDOMD,HSBC Ultra Short Duration Fund - Regular Monthly IDCW,INF336L01OZ4
ITIRPDRS,ITI Small Cap Fund - Regular Plan - IDCW Option,INF00XX01739
AXISEEDPR,Axis ESG Integration Strategy Fund - Regular Plan - IDCW,INF846K01W72
UNMFRDR,Union Midcap Fund - Regular Plan - IDCW Option,INF582M01GN3
MPRDR,BANK OF INDIA Flexi Cap Fund Regular Plan -IDCW,INF761K01FJ7
OFED,HSBC Focused Fund - Regular IDCW,INF336L01PG1
OHFED,HSBC Focused Fund - Direct IDCW,INF336L01PD8
EMFO25RPDP,BHARAT Bond FOF - April 2025 - Regular Plan - IDCW Option,INF754K01LH4
MFDAR,NIPPON INDIA MULTI ASSET FUND - DIRECT Plan - IDCW Option,INF204KB11W9
MFDR,NIPPON INDIA MULTI ASSET FUND - IDCW Option,INF204KB18V6
BPFLMDPR,Baroda BNP Paribas Large and Mid Cap Fund-Regular plan-IDCW Option,INF955L01JT4
IMFF20ERG,Invesco India Focused Fund - IDCW (Payout / Reinvestment),INF205KA1197
GAD1R,Axis Global Equity Alpha Fund of Fund - Direct Plan - IDCW,INF846K01X22
GADPR,Axis Global Equity Alpha Fund of Fund - Regular Plan - IDCW,INF846K01X55
MAFEAD2,Mirae Asset Equity Allocator Fund  of Fund Direct IDCW,INF769K01GF6
IPRU3436,ICICI Prudential ESG Exclusionary Strategy Fund - IDCW,INF109KC1N83
NSDR,NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - IDCW Option,INF204KB14W3
NSADR,NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - DIRECT Plan - IDCW Option,INF204KB17W6
B67C,Aditya Birla Sun Life Special Opportunities Fund-Regular - IDCW,INF209KB1T61
EMFWHRPDR,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Regular Plan - IDCW Option,INF754K01LT9
MMMFERD,Mahindra Manulife Focused Fund - Regular Plan - IDCW,INF174V01AE2
MIRAESLRR,Mirae Asset ESG Sector Leaders Fund  of Fund Regular IDCW,INF769K01GO8
UNHERDR,Union Aggressive Hybrid Fund - Regular Plan - IDCW Option,INF582M01HD2
DSPVFRDR,DSP Value Fund - Regular Plan - IDCW,INF740KA1PO6
KOTAMFESG,Kotak ESG Exclusionary Strategy Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option,INF174KA1FG8
HDYDDRHMF,HDFC Dividend Yield Fund - IDCW Option Direct Plan,INF179KC1AQ1
HDYRDRHMF,HDFC Dividend Yield Fund - IDCW Plan,INF179KC1AT5
MIRAEBFRR,Mirae Asset Banking and Financial Services Fund Regular IDCW,INF769K01GV3
MAFBFD2,Mirae Asset Banking and Financial Services Fund Direct  IDCW,INF769K01GY7
AXISSSDPR,Axis Special Situations Fund - Regular Plan - IDCW,INF846K01Y21
AXISSSD1R,Axis Special Situations Fund - Direct Plan - IDCW,INF846K01X97
B68C,Aditya Birla Sun Life ESG Integration Strategy Fund-Regular - Payout of IDCW,INF209KB1U68
NIMFPPDPR,NIPPON INDIA PASSIVE FLEXICAP FOF - IDCW Option,INF204KB15X8
IPRU9642,ICICI Prudential Business Cycle Fund Direct Plan IDCW,INF109KC1P32
IPRU3440,ICICI Prudential Business Cycle Fund IDCW,INF109KC1P08
PRMBLDP,PGIM India Balanced Advantage Fund - Regular Plan - Dividend Option,INF663L01V98
NIMFALDPR,NIPPON INDIA ASSET ALLOCATOR FOF - IDCW Option,INF204KB15Y6
NVADRMF,NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - DIRECT Plan - IDCW Option,INF204KB14Z6
NIMFNPDPR,NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - IDCW Option,INF204KB17Z9
NPADRMF,NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - DIRECT Plan - IDCW Option,INF204KC1014
ITIRPDRMD,ITI Mid Cap Fund - Regular Plan - IDCW Option,INF00XX01911
KNNIFDDR,Kotak Nifty Next 50 Index Fund - Direct Plan -Payout of Income Distribution cum capital withdrawal option,INF174KA1GB7
IMFESGRGDR,Invesco India ESG Equity Fund - IDCW (Payout / Reinvestment),INF205KA1312
SBIDR,SBI International Access- US Equity FoF Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1U10
SBIDPDFF,SBI International Access- US Equity FoF Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1U44
EMFP6RPDR,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50  50 Index Fund - Regular Plan - IDCW Option,INF754K01MB5
B70C,Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular - Payout of IDCW,INF209KB1W66
B69C,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular - Payout of IDCW,INF209KB1W09
IPRU9644L,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan - IDCW,INF109KC1P99
CRFEDD,Canara Robeco Focused Equity Fund - Direct Plan - IDCW (Payout/Reinvestment),INF760K01JR4
CRFEDP,Canara Robeco Focused Equity Fund - Regular Plan - IDCW (Payout/Reinvestment),INF760K01JU8
166QMDP,quant Quantamental Fund - IDCW Option - Regular Plan,INF966L01AJ1
166QMD1,quant Quantamental Fund - IDCW Option - Direct Plan,INF966L01AM5
IDX50631D,SBI Nifty Next 50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1V92
IDX50D631D,SBI Nifty Next 50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1W26
AXISGIDPR,Axis Global Innovation Fund of Fund - Regular Plan - IDCW,INF846K01Z79
PPCHFRM,Parag Parikh Conservative Hybrid Fund - Regular Plan - Monthly IDCW,INF879O01183
PPCHFDM,Parag Parikh Conservative Hybrid Fund - Direct Plan - Monthly IDCW,INF879O01159
B79C,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular IDCW,INF209KB1Z63
KTNTDDR,Kotak Nifty 50 Index Fund - Direct Plan-IDCW Payout,INF174KA1HC3
KTNTDR,Kotak Nifty 50 Index Fund - Regular Plan-IDCW Payout,INF174KA1GZ6
HBFRDRHMF,HDFC Banking & Financial Services Fund - IDCW Option,INF179KC1BL0
HBFDDRHMF,HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan,INF179KC1BI6
IPRU3444P,ICICI Prudential Flexicap Fund - IDCW,INF109KC1R06
IPRU9646P,ICICI Prudential Flexicap Fund - Direct Plan - IDCW,INF109KC1R30
AXISQFD1R,Axis Quant Fund - Direct Plan - IDCW,INF846K010A4
AXISQFDPR,Axis Quant Fund - Regular Plan - IDCW,INF846K013A8
PRMSCDP,PGIM India Small Cap Fund - Regular Plan - IDCW Option,INF663L01W55
CRVFDD,Canara Robeco Value Fund - Direct Plan - IDCW (Payout/Reinvestment),INF760K01JX2
CRVFDP,Canara Robeco Value Fund - Regular Plan - IDCW (Payout/Reinvestment),INF760K01KA8
NIMFLCAR,Nippon India Flexi Cap Fund - Direct Plan - IDCW Option,INF204KC1147
NIMFLCDR,Nippon India Flexi Cap Fund - Regular Plan - IDCW Option,INF204KC1113
MMMFCRD,Mahindra Manulife Flexi Cap Fund - Regular Plan -IDCW,INF174V01AQ6
BAF638D,SBI Balanced Advantage Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1Y65
BAFD638D,SBI Balanced Advantage Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1Y99
AXISVFDPR,Axis Value Fund - Regular Plan - IDCW,INF846K015C9
KTMFRDR,Kotak Multicap Fund- Regular Plan -IDCW Option,INF174KA1HU5
KTMFRDDR,Kotak Multicap Fund-Direct Plan-IDCW Option,INF174KA1HX9
IPRU3450,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40 60 Index Fund - Annual - IDCW,INF109KC1S70
IPRU3455,ICICI Prudential NASDAQ 100 Index Fund - IDCW,INF109KC1U43
IPRU9657,ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - IDCW,INF109KC1U76
BADPR,LIC MF Balanced Advantage Fund-Regular Plan-IDCW,INF767K01QX2
IPRU3457,ICICI Prudential Nifty Smallcap 250 Index Fund - IDCW,INF109KC1V00
IPRU9659,ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,INF109KC1V34
B88Z,Aditya Birla Sun Life Nasdaq 100 FOF-Direct IDCW,INF209KB10D0
IDFCMCFRR,BANDHAN MULTI CAP FUND - IDCW - REGULAR PLAN,INF194KB1CK2
HHMCRRHMF,HDFC Multi Cap Fund - IDCW Option,INF179KC1BX5
HHMCDRHMF,HDFC Multi Cap Fund - IDCW Option - Direct Plan,INF179KC1BU1
AXISN5DPR,Axis Nifty 50 Index Fund - Regular Plan - IDCW,INF846K018D1
AXISN5D1R,Axis Nifty 50 Index Fund - Direct Plan - IDCW,INF846K015D7
AXISMTD1R,Axis Multicap Fund - Direct Plan - IDCW,INF846K015E5
AXISMTDPR,Axis Multicap Fund - Regular Plan - IDCW,INF846K018E9
IPRU9663,ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - IDCW,INF109KC1W74
MMMBARD,Mahindra Manulife Balanced Advantage Fund - Regular Plan - IDCW,INF174V01BD2
IPRU3468,ICICI Prudential Passive Multi-Asset Fund of Funds - IDCW,INF109KC1Y07
CPSE649D,SBI CPSE Bond Plus SDL Sep 2026 50 50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA12D7
PMFXFDP,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund-Income Distribution CUM Capital Withdrawal,INF173K01AI8
PMFFFIW,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Weekly Income Distribution CUM Capital Withdrawal Option,INF173K01DI2
PMFFFIM,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Monthly Income Distribution CUM Capital Withdrawal Option,INF173K01DK8
PMFFFZW,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund) - Direct Plan - Weekly Income Distribution CUM Capital Withdrawal Option,INF173K01FW8
PMFLCDP,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Half Yearly Income Distribution CUM Capital Withdrawal Option,INF173K01205
PMFLCZP,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option,INF173K01EL4
PMFISIM,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Income Distribution CUM Capital Withdrawal Option - Monthly,INF173K01BC9
PMFSBDP,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Monthly Income Distribution CUM Capital Withdrawal,INF173K01CJ2
PMFSBZP,Sundaram Aggressive Hybrid Fund(Formerly Known as Principal Hybrid Equity Fund)-Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option,INF173K01FC0
PMFGFZP,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund) - Direct Plan -Half Yearly Income Distribution CUM Capital Withdrawal Option,INF173K01FO5
PMFGFDP,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)- Half Yearly Income Distribution CUM Capital Withdrawal Option,INF173K01965
PMFMIMP,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Half Yearly Income Distribution CUM Capital Withdrawal,INF173K01254
PMFMIQP,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) -Quarterly Income Distribution CUM Capital Withdrawal,INF173K01270
PMFDYZP,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option,INF173K01ET7
PMFDYDP,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Half Yearly Income Distribution CUM Capital Withdrawal Plan,INF173K01AE7
PMFSADP,Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Monthly Income Distribution CUM Capital Withdrawal Option,INF173K01569
PMFSAZP,Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option,INF173K01FG1
IMFF9DPRR,Invesco India Flexi Cap Fund - IDCW,INF205KA1478
IPRU9674,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - Direct Plan - IDCW,INF109KC1Z14
IPRU3472,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - IDCW,INF109KC1Y80
DSPGFRDR,DSP Global Innovation Fund of Fund - Regular - IDCW,INF740KA1QO4
KMIFDDR,Kotak Manufacture in India Fund - Direct Plan IDCW Option,INF174KA1IH0
KMIFDR,Kotak Manufacture in India Fund - Regular Plan IDCW Option,INF174KA1IE7
KAR2027DDR,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund-Direct Plan-IDCW Option,INF174KA1IN8
IPRU9676,ICICI Prudential Nifty Bank Index Fund - Direct Plan IDCW,INF109KC13A0
MCFD652D,SBI Multicap Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA10F6
MCF652D,SBI Multicap Fund- Regular Plan- Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA17E4
AXISNSD1R,Axis Nifty Smallcap 50 Index Fund - Direct Plan - IDCW,INF846K015H8
AXISNMD1R,Axis Nifty Midcap 50 Index Fund - Direct Plan - IDCW Option,INF846K011I5
AXISNMDPR,Axis Nifty Midcap 50 Index Fund - Regular Plan - IDCW Option,INF846K014I9
OCXD,HSBC CRISIL IBX 50 50 Gilt Plus SDL Apr 2028 Index Fund - Regular - payout of IDCW,INF336L01QM7
BNP22,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Quarterly IDCW Option,INF251K01EC7
70D,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option,INF251K01HM9
BNP02DR,BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option,INF251K01902
BNP12DR,BARODA BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly IDCW Option,INF251K01860
66MD,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Monthly IDCW Option,INF251K01HT4
BNP05DR,BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - IDCW Option,INF251K01AY9
71D,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - IDCW Option,INF251K01HP2
628RM,BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN MONTHLY IDCW Option,INF251K01PC3
628DM,BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN MONTHLY IDCW Option,INF251K01PE9
629RD,Baroda BNP Paribas Aggressive Hybrid Fund- REGULAR PLAN- IDCW OPTION,INF251K01OX2
630RD,BARODA BNP PARIBAS Focused Fund - Regular Plan - IDCW Option,INF251K01PM2
631RD,BARODA BNP PARIBAS India Consumption Fund - Regular Plan - IDCW Option,INF251K01PR1
IPRU3481,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - IDCW,INF109KC19B5
IPRU9683,ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan IDCW,INF109KC12C8
WOCF1036,WhiteOak Capital Flexi Cap Fund Regular Plan IDCW,INF03VN01514
WOCFP1039,WhiteOak Capital Flexi Cap Fund Direct Plan IDCW,INF03VN01548
EMFDCRDR,Edelweiss Focused Fund - Regular Plan - IDCW,INF754K01ON6
FXRDR,Baroda BNP Paribas Flexi Cap Fund - Regular Plan - IDCW Option,INF251K01QY5
IDMIDRR,BANDHAN MIDCAP FUND - IDCW - REGULAR PLAN,INF194KB1DO2
166LCDP,quant Large Cap Fund - IDCW Option - Regular Plan,INF966L01AY0
IPRU3488,ICICI Prudential Nifty IT Index Fund - IDCW,INF109KC12E4
IPRU9690,ICICI Prudential Nifty IT Index Fund - Direct Plan - IDCW,INF109KC15E7
MIRAEBARD,Mirae Asset Balanced Advantage Fund Regular Plan IDCW,INF769K01IL0
FIBAFDP,Franklin India Balanced Advantage Fund- IDCW,INF090I01WP7
FIBAFDPD,Franklin India Balanced Advantage Fund- IDCW- Direct,INF090I01WS1
IPRU3490,ICICI Prudential PSU Equity Fund - IDCW,INF109KC11I7
IPRU9692,ICICI Prudential PSU Equity Fund - Direct Plan - IDCW,INF109KC14I1
WOCMP101D,WhiteOak Capital Mid Cap Fund Regular Plan IDCW,INF03VN01589
KBCFDR,Kotak Business Cycle Fund-Regular Plan-IDCW option,INF174KA1JM8
MKDPR,LIC MF Multi Cap Fund-Regular IDCW,INF767K01RJ9
EMFG7DDR,Edelweiss CRISIL IBX 50 50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - IDCW Option,INF754K01PH5
SNMIFD662D,SBI Nifty Smallcap 250 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA18P8
SNMIF662D,SBI Nifty Smallcap 250 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA15P4
IPRU3504,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - IDCW,INF109KC11K3
IPRU9706,ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - IDCW,INF109KC14K7
IDTLFRR,BANDHAN TRANSPORTATION AND LOGISTICS FUND - IDCW - REGULAR PLAN,INF194KB1EG6
WOCLP103,WhiteOak Capital Large Cap Fund Regular Plan IDCW,INF03VN01688
HHBDDRHMF,HDFC Business Cycle Fund - IDCW Option - Direct Plan,INF179KC1EA7
HHBRDRHMF,HDFC Business Cycle Fund - IDCW Option,INF179KC1ED1
MDDP,JM Midcap Fund (Regular) - IDCW,INF192K01MU8
CRMDDP,Canara Robeco Mid Cap Fund- Regular Plan- IDCW,INF760K01KM3
UNMCRDR,Union Multicap Fund - Regular Plan - IDCW Option,INF582M01IU4
MARDR,Baroda BNP Paribas Multi Asset Fund - Regular Plan - IDCW Option,INF251K01RE5
MMMSCRD,Mahindra Manulife Small Cap Fund - Regular Plan - IDCW,INF174V01BJ9
MMMSCDD,Mahindra Manulife Small Cap Fund - Direct Plan - IDCW,INF174V01BM3
LNT01,HSBC Corporate Bond Fund - Regular Quarterly IDCW,INF917K01AG2
LNT09,HSBC Corporate Bond Fund - Regular Semi Annual IDCW,INF917K01AJ6
LNT01D,HSBC Corporate Bond Fund - Direct Quarterly IDCW,INF917K01HO1
LNT16,HSBC Midcap Fund - Regular IDCW,INF917K01247
LNT16D,HSBC Midcap Fund - Direct IDCW,INF917K01FX6
LNT415,HSBC Infrastructure Fund - Regular IDCW,INF917K01551
